Osm id,Name,Hospital Type,Address,state,district,pincode,telephone,Email,website,latitude,Longitude
224,Jeewan Hospital and Nursing Home Private Limited,Private,"150,Jeewan Nagar, Opp. Maharani Bagh",Delhi,South Delhi,110014,"011 26340303,011 26341430,011 26342401",info@jeewanhospital1.com,http://www.jeewanhospital1.com/,28.578366,77.259356
225,M M Eyetech Institute,Private,"Clinic and Diagnostic Center,29, Link Road, Lajpat Nagar - III",Delhi,South Delhi,110024,"011 29847800,011 29847900",contactadmin@mmeyetech.com,http://www.mmeyetech.com/,NA,NA
226,Ashray Medical Centre,Private,"W.H.S-2/24,Timber Market, Kirti Nagar",Delhi,West Delhi,110015,"011 25411359,011 45579874",ashray@gmail.com,http://www.ashraymedicalcentre.com/,NA,NA
227,Handa Nursing Home,Private,"57, Najafgarh Road, Raja Garden",Delhi,West Delhi,110015,"011 25433342, 011 25415726, 011 25162299,011 45606000",info@handanursinghome.com;,http://handanursinghome.com/,28.650773,77.125322
228,Ganesh Ortho Trauma and Medical Centre,Private,"F-15/7, Hansraj Marg, Near BSES Office , Krishna Nagar",Delhi,East Delhi,110051,011 43146100,ganeshorth@gmail.com,www.ganeshortho.co.in,28.658779,77.287128
229,Axiss Dental,Private,"489/55/1, Near Corner Market,Maharshi Dayanand Road, Malviya Nagar",Delhi,South Delhi,110017,NA,NA,http://www.axissdental.com/,28.549093,77.199615
230,I Care Centre,Private,"C-6/9 , Safdarjung Development Area, Behind Hauz Khas Telephone Exchange",Delhi,South West Delhi,110016,011 26963999,drsicare@gmail.com,http://www.icaredelhi.com,28.547226,77.198755
231,National Institute of TB and Respiratory Diseases,Public,"Sri Aurobindo Marg, Near Qutub Minar",Delhi,South West Delhi,110030,NA,dirlrsi@bol.net.in,http://lrsitbrd.nic.in/,28.528977,77.188654
232,ChikitsaMultispecialty Hospital,Private,"AADI MediTour India, B-4 Saket , Opp. Gyan Bharati School",Delhi,South Delhi,110017,NA,contact@aadimedicaltourism.com,http://www.aadimedicaltourism.com/,NA,NA
233,Devki Devi Foundation,Private,"2 Press Enclave Road, Saket",Delhi,South Delhi,110017,NA,hardev.mangat@devkidevifoundation.org,http://www.devkidevifoundation.org/,NA,NA
234,Saket City Hospital,Private,"Mandir Marg, Press Enclave Road, Saket",Delhi,South Delhi,110017,011 71545454,contactus@saketcityhospital.com,http://www.saketcityhospital.com/,28.527444,77.214336
235,Sawan Neelu Angel's Nursing Home,Private,"J-293, Saket, New Delhi, Phone- (011) 43191333, 43191300 ( 30 Lines)",Delhi,South Delhi,110017,"011 43191333, 011 43191300",snah_home@yahoo.co.in,www.sawanneeluhospital.com,28.522001,77.215321
236,Sunil Park Hospital,Private,"15/199, Geetanjali MargBlock E, Malviya Nagar",Delhi,South Delhi,110017,"011 26680247,011 26680380,011 26681963,011 26684525",sunilhospital@gmail.com,parkhospital.in/park-sunil-hospital/150.html‎,28.535881,77.209089
237,Tirupati Medical Centre,Private,"C-10 Shivalik, Maharishi Dayanand MargBlock A, Malviya Nagar",Delhi,South Delhi,110017,"011 26680759, 011 26680393",reception@tirupatimedicalcentre.com,http://www.tirupatimedicalcentre.com/,28.538416,77.211851
238,Vashista Clinics and Hospital for Orthopedic,Private,"B-35, Shivalik, Panchsheel Geetanjali Road, Malviya Nagar",Delhi,South Delhi,110017,011 26691177,vashishtaclinic@gmail.com,http://www.vashishtaOrthopedic.com/,28.536039,77.209089
239,Venu Eye Institute and Research Centre,Private,"1/ 31, Phase II,Sheikh Sarai Institutional Area- II",Delhi,South Delhi,110017,"011 29251155, 011 29251156,011 29250757,011 29254758",vcs@venueyeinstitute.org,http://www.venueyeinstitute.org/,NA,NA
240,The Bone and Joint Clinic,Private,"G-44, Pushkar Enclave, Paschim Vihar (Near E-Zone, Opposite Pink Apartments, About 150 meters from Outer Ring Road.)",Delhi,West Delhi,110063,"011 25257131,011 25286501",jsranyal@gmail.com,http://www.bjcdrranyal.com/,28.663235,77.094217
241,Dr. Kapoor Healing Touch Eye Center,Private,D-8 Vikaspuri,Delhi,West Delhi,110018,NA,NA,http://drkapurtoucheye.tradeget.com/,NA,NA
242,Park Hospital,Private,"Meera Enclave ( Chowkhandi), Near Kashopur Bus Depot Outer Ring Road",Delhi,West Delhi,110018,"011 28332426, 011 28332427, 011 65956767",park.hospital12@gmail.com,http://parkwest.parkhospital.in/,NA,NA
243,Ravi Eye Foundation,Private,"B-8 Ganesh Nagar, Main Najafgarh Road, Near Janakpuri East Metro Station",Delhi,West Delhi,110018,"011 25998114, 011 43526353,",ravieyefoundation@gmail.com,http://www.ravieyefoundation.in/,28.634433,77.089283
244,Khandelwal Clinic,Private,"N-15, Ground Floor, Near ICICI Bank, Kalkaji",Delhi,South Delhi,110019,011 41601848,khandelwalclinic@gmail.com,http://khandelwalclinic.in/,28.536796,77.258584
245,Dr. Shweta's Dental Clinic,Private,"D – 42, Main Road Kalkaji",Delhi,South Delhi,110019,011 26414243,drpuneetbatra@gmail.com,http://dentistindia.in/,28.54175,77.254871
246,Mukherjee Eye Klinik,Private,"40/90, C.R.Park",Delhi,South Delhi,110019,"011 26470965,011 26223352, 011 26223352",mukherjee@eyedoctors.in,http://www.eyedoctors.in/,28.542798,77.24873
247,P M Stone Clinic and Ent Centre,Private,"E-2, NR Gol Chakkar,Main Road, Kalkaji, New Delhi, Phone- 09811078973",Delhi,South Delhi,110019,NA,pmstoneclinic@yahoo.com,http://www.pmstoneclinic.in/,28.542216,77.253628
248,Shubham Hospital,Private,"D D-15, Kalkaji, (Opp. Main Post Office)",Delhi,South Delhi,110019,"011 26439867,011 26437885,011 26419895",hospitalshubham@gmail.com,http://www.shubhamhospital.in/,28.543523,77.258698
249,Aastha Medical Centre,Private,"C-81, Block C, Lajpat Nagar 2",Delhi,South Delhi,110024,"011 29818474, 011 29819474",aasthamedicalcentre@gmail.com,http://aasthamedicalcentre.healthline24x7.com/,28.572058,77.239829
250,Manchanda's Endoscopic Center,Private,"A-32, New Friends Colony",Delhi,South Delhi,110065,011 26847123,drrahulmanchanda-at-rediffmail.com,http://www.gynaeendoscopy.com/,NA,NA
251,Medanta Mediclinic,Private,"E – 18, Defence Colony",Delhi,South Delhi,110049,011 44114411,info@medanta.org,http://www.medanta.org/,28.567162,77.228184
252,Saaol Heart Center,Private,"2/2, Dharam Kiran House, Chhattarpur Road, Near Chhattarpur Metro Station,Chhattarpur",Delhi,South West Delhi,110074,011 65093130,"saaoltimes@saaol.com,",http://www.saaolheartcenter.com/,NA,NA
253,"Saaol Heart Center, Lajpat nagar",Private,"14/84a, Vikrant Vihar, Lajpat Nagar-IV",Delhi,South Delhi,110024,"011 26235168, 011 26283098, 011 26211908, 011 65178530",doctors@saaol.com,http://www.saaolheartcenter.com/,28.565073,77.236476
254,Endolite India Limited,Private,"A-4, Naraina Industrial Area,Phase 1",Delhi,South West Delhi,110028,011 45689999,info@endoliteindia.in,http://www.endoliteindia.com/,NA,NA
255,"Saaol Heart Center, Vikas Marg",Private,"61, Defence Enclave, Vikas Marg",Delhi,East Delhi,110092,011 65656537,accounts@saaol.com,http://www.saaolheartcenter.com/,NA,NA
256,"Saaol Heart Center, Deepali Chowk",Private,"A-31 Sarsawati Vihar, Deepali Chowk (Near Rani Bagh Police Station), Pitampura",Delhi,North West Delhi,110034,"011 27012024, 011 65158202",drbimalchhajer@saaol.com,http://www.saaolheartcenter.com/,28.696908,77.119254
257,Fortis Escorts Heart Institute,Private,"Okhla Road, New Friends Colony",Delhi,South Delhi,110025,011 47135000,contactus.escorts@fortishealthcare.com,http://www.fortisescorts.in/,28.560048,77.27371
258,M G S Hospital,Private,"Rohtak Road, West Punjabi Bagh",Delhi,West Delhi,110026,"011 25226100, 011 25220131",info@mgshospital.com,http://mgshospital.com/,28.673728,77.134677
259,Maharaja Agrasen Hospital,Private,West Punjabi Bagh,Delhi,West Delhi,110026,"011 40777555,011 40777666,011 40777777",info@mahdelhi.org,www.mahdelhi.org,28.691684,77.164598
260,Ahuja Nursing Home,Private,"J 1/161 ,Rajouri Garden",Delhi,West Delhi,110027,"011 25194746, 011 41440005",drmsahuja@yahoo.com,www.drmsahuja.com,NA,NA
261,Batra West End Centre,Private,"A-1/6, Ring Road, Rajouri Garden",Delhi,West Delhi,110027,011 47778000,info@batrahospitaldelhi.org,http://www.batrahospitaldelhi.org/,NA,NA
262,Insight Eye Clinic,Private,"J-9/5, Rajouri Garden",Delhi,West Delhi,110027,011 25440850,info@insighteyeclinic.in,http://www.insighteyeclinic.in/,NA,NA
263,Dr Bhim Rao Ambedkar Hospital,Public,"Bhagawan Mahavir Marg, Sector-6, Rohini",Delhi,North Delhi,110085,011 27055585,"msbsahosp.Delhi@nic.in,",http://Delhi.gov.in/wps/wcm/connect/doit_dbsah/DBSAH/Home/,28.714804,77.113636
264,Joy Nursing Home,Private,"J-5/49-F, Rajouri Garden",Delhi,West Delhi,110027,"011 45637700, 011 45637799",Joynursinghome@yahoo.in,www.joynursinghome.in,NA,NA
265,Dr A.K. Gulati‎,Private,"A-50, Naraina Vihar, Naraina",Delhi,South West Delhi,110028,NA,NA,http://www.drakgulati.com/,28.625383,77.136242
266,Delhi Pain Management Centre,Private,B-2/18 Safdarjung Enclave,Delhi,South West Delhi,110029,011 41354555,gpdureja@gmail.com,http://www.pain-india.com/,28.564542,77.190047
267,Dr. B R Ambedkar Institute Rotary Cancer Hospital,Public,Ansari Nagar,Delhi,South West Delhi,110029,NA,NA,NA,28.566437,77.211413
268,Dr. Ajay Munjal Eye Clinic.,Private,"B-2/203, Safdarjung Enclave",Delhi,South West Delhi,110029,"011 26176134,011 26178483",ajmunjal@yahoo.com,http://drajaymunjal.com/,28.562537,77.189797
269,Santhigram Kerala Ayurvedic Hospital,Private,"A-5/5, Paschim Vihar",Delhi,West Delhi,110063,"011 25261924, 011 25283724",delhi@ayurvedasanthigram.com,http://www.ayurvedasanthigram.com/,NA,NA
270,Santhigram Kerala Ayurvedic Hospital,Private,"A-1/286, Safdarjung Enclave",Delhi,South West Delhi,110029,"011 26169775, 011 26169776",delhi@ayurvedasanthigram.com,http://www.ayurvedasanthigram.com/,NA,NA
271,Santhigram Kerala Ayurvedic Hospital,Private,"D-467, Near Shiksha Bharati Public School,Rampal Chowk, Sector-7, Dwarka",Delhi,South West delhi,110075,"011 64545858,011 45797239",delhi@ayurvedasanthigram.com,http://www.ayurvedasanthigram.com/,NA,NA
272,Shukhmani Hospital,Private,"B-7 Ext./126A, Arjun Nagar, Safdarjung Enclave",Delhi,South West Delhi,110029,"011 26194000, 011 26194222, 011 26194333",NA,http://www.sukhmanihospital.in/,28.559715,77.200415
273,Kairali Ayurvedic Group,Private,"D-120, Andheria Mor, Mehrauli Gurgaon Road",Delhi,South West Delhi,110074,NA,info@kairali.com,http://www.kairali.com/,28.508196,77.178848
274,Divya Clinic,Private,"1/11820, Panchsheel Garden, Navin Shahdara,Delhi,Phone-(011) 2822405",Delhi,East Delhi,110032,NA,NA,http://divyaclinic.com/,NA,NA
275,Kalra Dental Clinic,Private,C-270 Defence Colony,Delhi,South Delhi,110024,011 24336429,NA,http://kalradentalclinic.com/,28.570636,77.23015
276,Bhatia Global Hospital and Endosurhery Institute,Private,"307-308, Ambika Vihar,Opp. Central School,Paschim Vihar",Delhi,West Delhi,110087,"011 25270500, 011 25270701, 011 25270702, 011 25256408",bhatiaglobal@gmail.com,www.BhatiaGlobalHospital.com,28.665596,77.082364
277,Save Sight Centre,Private,"A-14, G. T. Karnal Road, Adarsh Nagar,Opp. Adarsh Nagar Metro Station",Delhi,North West Delhi,110033,011 27681312,info@savesightcetre.com,www.savesightcentre.com,NA,NA
278,Delhi Piles Clinic,Private,"Metro Clinic 1184/13 , Lane No-13,Govind Puri, Kalkaji",Delhi,South Delhi,110019,NA,dr9899100200@gmail.com,www.pilestreatment.com,28.534351,77.261611
279,Kuber Hospital,Private,"12, Chanderlok Enclave, Pitam pura",Delhi,North West Delhi,110034,"011 27353246,011 27352931, 011 27354408",info@kuberhospital.com,www.kuberhospital.com,28.695271,77.134676
280,Manna Clinic and Maternity Home,Private,"WZ-1367, Rani Bagh, Shakur Basti",Delhi,North West Delhi,110034,011 7025259,NA,http://www.mannaclinic.com/,28.685666,77.131641
281,Muni Maya Ram Jain Hospital,Private,"KD Block,Muni Maya Ram Marg, Pitampura",Delhi,North West Delhi,110034,NA,NA,NA,28.700073,77.141499
282,Agrawal Nursing Home,Private,"25 28, Tota Ram Bazar, Tri Nagar, ganeshpura",Delhi,North West Delhi,110035,"011 27383366, 011 27383377",query@agrawalnursinghome.com,http://agrawalnursinghome.com/,28.677118,77.16143
283,Balaji Nirogdham,Private,"Behind Ashiana Farm House, Main Palla-Bakhtawarpur Road, Bakhtawarpur",Delhi,North West Delhi,110036,"011 64532820,011 64532821",nirogdham@gmail.com,www.balajinirogdham.com,28.80905,77.151033
284,Aastha Hospital and IVF CentreMultispeciality Hospital,Private,"L-2/50, New Mahavir Nagar, Opp. Kangra Niketan, Outer Ring Road",Delhi,West Delhi,110018,"011 25993047, 011 25995363",aasthahospital2008@gmail.com,http://aasthaivfcentre.com/,28.633303,77.080862
285,Satyabhama Hospitals Pvt. Ltd.,Private,"126/105, Near Water Tank, Najafgarh Road ,Nangloi Extension",Delhi,West Delhi,110041,"011 25942945, 011 25943107, 011 25949727",satyabhamahospital@gmail.com,http://satyabhamahospital.com/,28.678209,77.064265
286,The Diagnosis Nursing Home,Private,"A-1/46, Mahavir Enclave,Palam Dabri Road",Delhi,South West Delhi,110045,"011 25036385, 011 25052874",diagnosis1@gmail.com,www.diagnosisnursinghome.com,28.598412,77.08136
287,Shakuntla Nursing Home and Hospital,Private,"RZ-I-81A, Sagarpur West, (Opp. Delhi Vidyut Board Colony)",Delhi,South West Delhi,110046,"011 25383171, 011 25390976",drdhami@gmail.com,www.shakuntlahospital.com,28.608157,77.095312
288,Dr. Lakhotia's Eye Hospital,Private,"E - 544, Greater Kailash- II",Delhi,South Delhi,110048,"011 29228828, 011 29228247",drlakhotia@gmail.com,http://www.drsharadlakhotia.com/,28.535408,77.241967
289,Mata Gujjri Medical Centre,Private,Gurudwara Sri Guru Singh SabhaGreater Kailash - I,Delhi,South Delhi,110048,011 29233690,matagujrimedicalcentre@bol.net.in,http://matagujrimedicalcentre.com/,NA,NA
290,Sukhda Hospital,Private,"Near R - Block,Shopping Centre,Greater Kailash - 1",Delhi,South Delhi,110048,011 43364400,sukhda2006@yahoo.co.in,www.sukhdahospital.com,28.54701,77.244413
291,Manav Medicare Centre,Private,"E-11, South Extension Part-I",Delhi,South Delhi,110049,"011 4615909, 011 4690655, 011 4640017",manav1@vsnl.com,http://www.manavmedicare.com/,28.570969,77.21877
292,Dr. Gulati's Dental Clinic,Private,"UU-74B, Vishakha Enclave, Pitam Pura",Delhi,North West Delhi,110034,011 27342530,NA,http://www.dentalcareindia.net/,NA,NA
293,SR Krishna Hospital,Private,"Plot No. 23-24, Jain Park, Main Matiala Road, Opp. Metro Pillar No. 722-723, Near Nawada Metro Station, Uttam Nagar",Delhi,West Delhi,110059,"011 25334707, 011 25334708, 011 64118122,",srkrishnahospital@gmail.com,http://www.srkrishnahospital.com/,28.616598,77.047038
294,Panchsheel Hospital Private Limited,Private,"C-3/63A,64A, Opp. Gokulpuri Police Station,Wazirabad main road, Yamuna Vihar",Delhi,North East Delhi,110053,"011 22914817, 011 32907503, 011 22919054, 011 22910943","panchsheelhospital@gmail.com,",http://www.panchsheelhospital.co.in/,28.703654,77.260736
295,Delhi Institute of Trauma and Orthopaedic,Public,"18,Sham Nath Marg, Civil Lines",Delhi,North Delhi,110054,"011 23994404, 011 23994410",contact@sphdelhi.org,http://ditodelhi.com/,NA,NA
296,"Sanjeevan Hospital, Darya Ganj",Private,"24, Ansari Road, Darya Ganj",Delhi,Central Delhi,110002,"011 45770000, 011 23259999",sanjeevanhospitals@gmail.com,http://www.sanjeevanhospital.in/,28.641169,77.243378
297,Sanjeevan Hospital,Private,"8666, Ara Kashan Road, Pahar Ganj",Delhi,Central Delhi,110055,"011 23617108, 011 23610615",sanjeevanhospitals@gmail.com,http://www.sanjeevanhospital.in/,NA,NA
298,Med First,Private,"D 3/14, Vasant Vihar",Delhi,South West Delhi,110057,011 2614 0058,entdelhi@gmail.com,http://www.entdelhi.com/,28.575852,77.050638
299,"MedFirst, Dwarka",Private,"206-207, Vardhman Crown Mall, Sector 19, Dwarka",Delhi,West Delhi,110078,NA,entdelhi@gmail.com,http://www.entdelhi.com/,NA,NA
300,Amar Leela Hospital Pvt. Ltd.,Private,"B-1/6 Janak Puri, Main Najafgarh Road",Delhi,West Delhi,110058,"011 25530838, 011 25537965,011 25537966","care@amarleela.com,",www.amarleela.com,28.633649,77.089013
301,"Bhagat Hospital ,Janak Puri",Private,"D-2/48-49, Janak Puri",Delhi,West Delhi,110058,011 45102030,director@bhagathospital.com,http://www.bhagathospital.com/,28.608628,77.105992
302,Bhagat Chandra Hospital,Private,"RZ-F 1/1, Mahavir Enclave, Palam Dabri Road, Near Dwarka Airport Flyover",Delhi,South West Delhi,110046,011 45254525,director@bhagathospital.com,http://www.bhagathospital.com/,28.593252,77.081249
303,Visitech Eye Centre,Private,"R-13, Greater Kailash Part 1, Hans Raj Gupta Marg, Block R",Delhi,South Delhi,110048,"011 41731777, 011 41731888",info@visitech.org,http://www.visitech.org/,28.547933,77.238798
304,Visitech Eye Centre,Private,"A 10, Block C, South Extension Part II",Delhi,South Delhi,110049,"011 26261888, 011 26262888",reception@visitech.org,http://www.visitech.org/,28.566608,77.220138
305,Rotary Eye Care Centre,Private,"56-57, Tughlakabad Institutional Area, M. B. Road",Delhi,South Delhi,110062,011 29968562011 29968563,eye@rotaryeyecentre.org,http://rotaryeyecentre.org/,NA,NA
306,Jainak Medical and Orthopaedic Centre,Private,"C1/127, Janakpuri",Delhi,West Delhi,110058,"011 25620005 , 011 25541133",NA,http://jainakmedical.com/,NA,NA
307,Kakkar Health Care Group,Private,"C2A/236A, Block C 2A, Janakpuri",Delhi,West Delhi,110058,NA,info@kakarhealthcare.co.in,http://www.kakarhealthcare.co.in/,28.621684,77.086102
308,Kaushik Ortho Maternity Hospital,Private,"Building No. C-2/94, C-1 Road, Janakpuri",Delhi,West Delhi,110058,011 25553697,NA,NA,28.620123,77.093862
309,Khanna Eye Centre,Private,"E-368, Nirman Vihar, Vikas Marg",Delhi,East Delhi,110092,"011 22424344, 22424345",khannaeyecentre@gmail.com,http://www.khannaeyecentre.com/,NA,NA
310,"Lakhotia Eye Centre and Laser Institute, Greater Kailash",Private,"E - 544, Greater Kailash- II",Delhi,South Delhi,110048,"011 29228828, 011 29228247",drlakhotia@gmail.com,http://www.drsharadlakhotia.com/,28.537967,77.239905
311,Lions Kidney Hospital and Urology Research Institute,Private,"Khizarabad Bhagol, Opp. 'B' Block, New Friends Colony",Delhi,South Delhi,110065,NA,NA,http://lionskidneyhospital.org/,28.571225,77.274167
312,Orchid Hospital,Private,"C-3/91-92, Janak Puri",Delhi,West Delhi,110058,"011 45654565,011 45654566",hari@orchidhospital.com,http://www.orchidhospital.com/,28.614641,77.087349
313,World Brain Center and Research Institute,Private,"Pankha Road, Opp.Janak Cinema,Near Dabri Crossing",Delhi,South West Delhi,110045,"011 25391266, 011 25393347",wbcandri@gmail.com,http://www.wbcindia.in/,NA,NA
314,Aashirwad Nursing Home Heart and Diabetes Center,Private,"A-29/3, Lions Enclave, Marble Chowk , OPP. DDA Park , Vikash Nagar, Uttam Nagar",Delhi,West Delhi,110059,011 25336545,NA,http://www.aashirwadnursinghome.in/,NA,NA
315,Mahesh Hospital,Private,"Patpar Ganj Society Complex, Near Engineer Estate (Petrol Pump), D-437, West Vinod Nagar, IP Extension",Delhi,East Delhi,110092,"011 22471145, 011 22471525",drmahesh159@yahoo.com,www.maheshhospital.co.in,28.626488,77.302356
316,Shri Krishna Life Line Hospitals,Private,"H-10, chchatriwala Park, near corporation office, Navin Shahdara",Delhi,East Delhi,110032,0120 2325777,admin@shrikrishnalifeline.org,http://www.shrikrishnalifeline.org/,NA,NA
317,Dr. Abha Majumdar,Private,"Genesis, F-431, New Rajinder Nagar",Delhi,Central Delhi,110060,"011 28742454, 011 28745692, 011 45011438",abhamajumdar@hotmail.com,http://www.drabhamajumdar.com/,28.682324,77.208633
318,Mohan Eye Institute,Private,"11/B,Ganga Ram Hospital Marg",Delhi,Central Delhi,110060,"011 25787655, 011 25852048, 011 25781357, 011 25728969, 01145666222",mei11b@yahoo.com,http://www.mohaneyeinstitute.org/,28.641446,77.189841
319,"Dr. Nanda's Eye Care Centre, Dwarka",Private,"A-200, Sector–8 Dwarka",Delhi,South West delhi,110075,011 25360909,rohitnanda@yahoo.com,www.drnandaseyecare.com,28.572036,77.070845
320,"Dr. Nanda's Eye Care Centre, Najafgarh",Private,"House No.-52, Shiv Puri, Part 2Main Goela Dairy Road, Village Deendarpur Najafgarh",Delhi,South West Delhi,110043,NA,rohitnanda@yahoo.com,www.drnandaseyecare.com,NA,NA
321,Dr. Nanda's Eye Care Centre,Private,Parag Eye Tech Centre11/1 Yusuf Sarai Market Aurbindo Marg,Delhi,South West Delhi,110016,NA,rohitnanda@yahoo.com,www.drnandaseyecare.com,NA,NA
322,Sunder Lal Memorial Hospital,Private,"C-201,Jawahar Park, Deoli Road, Khanpur",Delhi,South Delhi,110062,"011 29915642, 011 65028479",dranilvij@slmhospital.com,http://www.slmhospital.com/,28.506293,77.231685
323,Chetna Neuropsychiatry Centre,Private,"B-2 Block, House No. -248, Paschim Vihar",Delhi,West Delhi,110063,NA,harishmatai@gmail.com,http://chetnaneuro.com/,28.666778,77.105181
324,Chinmaya Vision,Private,"28, Bhera Enclave, Outer Ring RoadPaschim Vihar",Delhi,West Delhi,110087,"011 25282864,011 25274842",chinmaya.vision@gmail.com,www.chinmayavision.net,28.670086,77.092538
325,Deep Chand Dialysis and Kidney Clinic,Private,B-16 New Multan Nagar,Delhi,North West Delhi,110056,011 45581006,NA,http://www.dcdc.co.in/,28.678267,77.107264
326,"Centre for Chest Diseases, Allergy and Sleep Disorders",Private,B-3/17 Paschim Vihar,Delhi,West Delhi,110063,"011 42345170,011 65464751",contact@centreforsleep.org,http://www.centreforsleep.org/,28.66788,77.099326
327,Gupta Ultrasoundand Heart Care Centre,Private,A-4/22 Paschim Vihar,Delhi,West Delhi,110063,"011 45452222, 011 25272121,011 25277171",NA,http://www.guptaheartcare.com/,NA,NA
328,Madaan Dental Care Centre,Private,"K-35 B, Lajpat Nagar - II",Delhi,South Delhi,110024,"011 29835771, 011 46579698",NA,http://www.madandentalcare.com/,28.567894,77.243507
329,Sehgal Dental Clinic,Private,"JG III, 253-B, 1st Floor,VikasPuri, Opp. H-3 Block Lal Market",Delhi,West Delhi,110018,NA,drsumit_sehgal@yahoo.com,http://www.sehgaldentalclinic.com/,28.645564,77.07952
330,Amit Nursing Home and Surgical Center,Private,"A-3 Manak Vihar Ext.Opp Block 2 Subhash Nagar, Near Pacific Mall ,Tihar",Delhi,West Delhi,110018,011 28122149011 28126894,contact@amitnursinghome.com,http://www.amitnursinghome.com/,28.634419,77.10849
331,Paras Spring Meadows Hospital,Private,"F - 44, East of Kailash",Delhi,South Delhi,110065,(011) 40411111,NA,http://www.parashospitals.com/,NA,NA
332,"Sunrise Clinic, Greater Kailash",Private,"R-27, Greater Kailash-1",Delhi,South Delhi,110048,"011 4656548, 011 4656584",NA,http://www.sunrisehospitals.in/,NA,NA
333,"Sunrise Healthcare, Kalindi Colony",Private,"F-1, Kalindi Colony",Delhi,South Delhi,110065,011 48820000,NA,http://www.sunrisehospitals.in/,28.576993,77.265952
334,Fortis C-DOC,Private,"B-16, Chirag Enclave, Opposite Nehru Place",Delhi,South Delhi,110048,011 49101222,NA,http://www.fortishealthcare.com/,28.546511,77.24836
335,Fortis Hospital,Private,"A Block, Shalimar Bagh",Delhi,North West Delhi,110088,01145302222 011 45302200,NA,http://www.fortishealthcare.com/,28.709146,77.171218
336,"Centre For Sight, Dwarka",Private,"Sector 12A/20, Opp. Bal Bharti Public School, Dwarka",Delhi,South West delhi,110075,"011 41524500, 011 41524501,011 41524505",NA,http://www.centreforsight.net/,28.596166,77.04053
337,Lamba Hospitaland Nursing Home,Private,"B-1/453, Janakpuri, Near DESU Office B-Block",Delhi,West Delhi,110058,"011 65458020, 011 25524849",NA,http://lambahospital.com/,28.637275,77.103075
338,Lamba Clinic,Private,"27/7, Ashok Nagar, Behind P.S. Tilak Nagar",Delhi,West Delhi,110018,011 25132121,NA,http://lambahospital.com/,NA,NA
339,Lifeline Hospital,Private,"42, Sector-12B, Dwarka",Delhi,South West delhi,110075,"011 28031100, 011 28034400, 011 47324100",lifelinehospital15@yahoo.in,http://lifelinehospitaldwarka.com/,28.59447,77.042173
340,Dr. A.K. Gupta,Private,"C 1/15, Rana Pratap Bagh",Delhi,North Delhi,110007,NA,guptanift@gmail.com,http://drakgupta.in/,NA,NA
341,Rescue Hospital India Pvt. Ltd,Private,"S-5, Vishwas Park, BehindSector-3, Petrol Pump, Near DPS School, Dwarka",Delhi,West Delhi,110059,"011 25333311, 011 25335555",rescuehospital@gmail.com,http://www.rescuehospital.in/,28.605785,77.05323
342,Anand’s Ent Hospital,Private,"Vikas Chamber, D-Block, Central Market, Prashant Vihar, Outer Ring Road",Delhi,North West Delhi,110085,"011 27562300, 011 27568400",NA,http://www.drmaheshanand.com/,28.712147,77.137844
343,Jaipur Golden Hospital,Private,"2, Institutional Area, Sector-III, Rohini",Delhi,North Delhi,110085,"011 27907000,011 27907020",jgh@jghdelhi.net,http://www.jghdelhi.com/,28.697806,77.110137
344,Ishan Hospital,Private,"Plot No.1, Pocket 8B, Sector - 19, Rohini",Delhi,North Delhi,110085,"011 27892798 , 011 27892799",ishanhospital2012@yahoo.in,http://www.ishanhospital.com/,28.733483,77.139729
345,Balaji Multispeciality Dental Centre,Private,"Shop No. 47, B-2 Market, Opposite Main GurudwaraPaschim Vihar",Delhi,West Delhi,110063,"011 25273744, 011 25276830",NA,http://dentistdelhi.in/,28.669121,77.1058
346,Dr. Kalyan Banerjee's Clinic,Private,"I - 1691, Chittaranjan Park, New Delhi, Phone- (011) 26274726, 26276699",Delhi,South Delhi,110019,"011 26274726, 011 26276699",enquire@drkbanerjee.com,http://www.drkbanerjee.com/,28.537759,77.248065
347,Karuna Hospital,Private,"D-62, Dilshad Colony,Dilshad Garden, New Delhi, Phone-",Delhi,North East Delhi,110095,011 66443051,info@karunahospital.com,http://www.karunahospital.com/,28.689084,77.323159
348,Delhi Psychiatry Centre,Private,"35, Defence Enclave, Vikas Marg",Delhi,East Delhi,110092,"011 2214726,011 2214727, 011 2459714,011 2459716",dpcsunil@vsnl.com,http://www.delhipsychiatricsociety.com/,28.639822,77.29395
349,Krishna Shalby Hospital,Private,"Sai Niketan, 5, Jasola Vihar, B/h Apollo Hospital",Delhi,South Delhi,110020,"022 26844504,",info.krishna@shalby.org,http://krishnashalby.com/,NA,NA
350,"Centre for Sight, Preet vihar",Private,"F – 19, PNB Building, Main Vikas Marg, Preet Vihar",Delhi,East Delhi,110092,"011 43097930,011 43097931, 011 43097934",NA,NA,28.639879,77.29242
351,Krishna Shalby Hospital,Private,"Sai Niketan, 5, Jasola Vihar, B/h Apollo Hospital,",Delhi,South East Delhi,110025,022 26844504,info.krishna@shalby.org,http://krishnashalby.com/,28.540127,77.282254
353,"Centre for Sight, Rohini",Private,"304 – 309, Ring Road Mall, Sector – 3, Rohini",Delhi,North West Delhi,110085,"011 43089700,011 43089701,011 43089702,011 43089703",inforohini@centreforsight.net,http://www.centreforsight.net/,28.698427,77.115496
